username, created_at, lng, lat, text
b4biiscuiit, Thu Jun 11 08:40:46 +0000 2020, -95.446486, 29.838495, @orignialcee so bitch , fight ab it ! 😭😘 
succafreejovany, Thu Jun 11 08:40:46 +0000 2020, -116.979453, 33.784916, A lot of you have never listened to Mortal Man by @kendricklamar and it shows 
mrwntsome, Thu Jun 11 08:40:47 +0000 2020, -83.897894, 33.835145, Same as pulling gone with the windThey want to destroy history as if it's just gonna go away 
JonnyBoiBravo, Thu Jun 11 08:40:47 +0000 2020, -120.529760, 46.594223, @itsariss Nobody at all 
gandolf_s, Thu Jun 11 08:40:47 +0000 2020, -84.433106, 33.767195, @alice_scanster Awwww she fanks mew❤️❤️❤️ 
__gregX, Thu Jun 11 08:40:47 +0000 2020, -86.444196, 42.114674, @xx_moniqueeee Lmaoo let me go get some snacks then 
cashmarrout, Thu Jun 11 08:40:48 +0000 2020, -90.479380, 30.482053, FaceTime anyone ? 
davidquesadille, Thu Jun 11 08:40:48 +0000 2020, -117.314971, 33.665866, I think I need a break for 2 days. 
bemorefocused, Thu Jun 11 08:40:48 +0000 2020, -73.279971, 40.841982, That this isnt what i asked 
Bodhihodi, Thu Jun 11 08:40:48 +0000 2020, -80.476404, 43.430240, Happy Birthday William Styron! https://t.co/d3P6HxXqRq 
TheDonnnieSharp, Thu Jun 11 08:40:49 +0000 2020, -120.395326, 38.027994, @Mike_Pence Are you slow? 
amanda_ferner, Thu Jun 11 08:40:49 +0000 2020, -116.089270, 34.134218, I promise the marine corps doesn’t give a fuck unless you’re married 
Yazmeene_, Thu Jun 11 08:40:50 +0000 2020, -106.417430, 31.793368, @G1flight there you go lol 
LloydakaMurphy, Thu Jun 11 08:40:50 +0000 2020, -76.620482, 39.284713, @da1don 👋🏽 
tee__birch, Thu Jun 11 08:40:50 +0000 2020, -79.759591, 43.724971, @melaninyourgirl https://t.co/Q8hwg1xAJ9 
ODEHENNYY, Thu Jun 11 08:40:52 +0000 2020, -119.637156, 36.331343, Trippie to sleep yurrr 
gonzotrucker2, Thu Jun 11 08:40:52 +0000 2020, -110.984286, 31.948299, https://t.co/IMGs4J1HpP 
foreskinfiesta, Thu Jun 11 08:40:52 +0000 2020, -117.772917, 34.065450, Still Thinking about how I lost my Sade hat to the ocean the day after my Birthday - gifts 
OmnimbusKornejo, Thu Jun 11 08:40:52 +0000 2020, -122.338585, 37.965097, @AMLOxmex Y HUBO UN GRANDE SILENCIO EN LA TIERRA! Y LAS POTENCIAS FUERON COMMOVIDAS CON PODER! GLORIA DIOS! AMEN! 
MojoRizen, Thu Jun 11 08:40:52 +0000 2020, -86.392482, 39.689906, WTF?!? 
Same_Old_Chelle, Thu Jun 11 08:40:52 +0000 2020, -95.446486, 29.838495, Adams County District Attorney: Justice for Elijah McClain - Sign the Petition! https://t.co/6iZllwIASy via @Change #BlackLivesMatter 
zone01, Thu Jun 11 08:40:52 +0000 2020, -72.929158, 41.298394, Good place to do a Little street racing. Death Race 2020 
lauren__nicole5, Thu Jun 11 08:40:53 +0000 2020, -123.122401, 44.065621, A bitch is tired 
julia_s_juarez, Thu Jun 11 08:40:53 +0000 2020, -86.793917, 33.542237, "@JoeBiden has done....outreach with meticulous surgical precision. "And then wonder why the majority aren't feeli… https://t.co/JZwA6rQxXp 
GC68156802, Thu Jun 11 08:40:55 +0000 2020, -114.143262, 45.494552, @HamillHimself Wa...Wa...WTF.   peeOTUS 
MCS1845, Thu Jun 11 08:40:55 +0000 2020, -84.643766, 33.821970, @SweetSoaps Not at all 
TinxDtl, Thu Jun 11 08:40:55 +0000 2020, -79.616073, 43.555244, If not now then fucking when 😅😂 
SiiTupou, Thu Jun 11 08:40:55 +0000 2020, -156.668305, 20.975137, @Carsensmaddah The next one is. “ I see your car” lol 
WarrenLukas, Thu Jun 11 08:40:55 +0000 2020, -80.817245, 41.235332, all on the list... 
fxManzilla, Thu Jun 11 08:40:55 +0000 2020, -118.346138, 33.914068, Took profit on $EURUSD from pivot range. +37pips on my first entry. +60 pips on my 2nd on the center band https://t.co/fzJ2JdIiQi 
RodzMike, Thu Jun 11 08:40:55 +0000 2020, -123.924352, 45.994304, @realDonaldTrump From Epstein to Epstein 😂😂😂😂😂😂😂😂😂😂😂😂😂😍😍😍😍😍😍😍😍😍😍😍 
ElPasodjs, Thu Jun 11 08:40:55 +0000 2020, -106.488648, 31.759004, Produced by @el_paso__photography__event_ #mavicair2 https://t.co/fuJ0mo6FhC 
AllisonLeeSolin, Thu Jun 11 08:40:56 +0000 2020, -73.754737, 41.026204, @MaryMotorMouth @EmeraldRobinson There are AMERICAN CITIZENS living there. Let it burn? Foh. 
_bronterosee, Thu Jun 11 08:40:56 +0000 2020, -122.334461, 47.307568, https://t.co/zfWmlGIUDF 
Reberts, Thu Jun 11 08:40:56 +0000 2020, -117.924894, 34.099496, @akirareiko @nerdcorepodcast @Dany_Kino @patog7 @Ramza Me encanta @Dany_Kino 💙 
SirCjOfficial, Thu Jun 11 08:40:57 +0000 2020, -81.887800, 30.052036, Go Figure 😌#SirCj 
gypsytwiter, Thu Jun 11 08:40:57 +0000 2020, -118.411907, 34.020789, @ryanfoland Sometimes success starts in the eyes, you see something the mind urges you to try it 
KidddCocky, Thu Jun 11 08:40:58 +0000 2020, -80.926628, 33.631140, Wtf wrong with clay 
burberry002, Thu Jun 11 08:40:58 +0000 2020, -73.687100, 42.727940, 🤣🤣🤣 
Lildidukno, Thu Jun 11 08:41:00 +0000 2020, -117.217920, 33.921924, Don’t get stomped out being all extraPulled up in a Porsche not a Tesla 
FreeeLucifer, Thu Jun 11 08:41:00 +0000 2020, -118.411907, 34.020789, Ichigo the mutt of all mutts 
NorthWoodBeats, Thu Jun 11 08:41:00 +0000 2020, -93.105649, 44.941516, @kennybeats Still better than 69 
princessoliyah, Thu Jun 11 08:41:00 +0000 2020, -115.133373, 36.249124, I’ve been so happy lately getting closer to god,finding inner peace,having more time to myself is a different type of self care🧘🏾‍♀️✨🌸 
EricaSissy3, Thu Jun 11 08:41:01 +0000 2020, -83.804475, 27.698682, @Cd__Trish Me too 
Mike41020862, Thu Jun 11 08:41:01 +0000 2020, -82.669467, 40.365160, @KristenAmour https://t.co/mVaSQjPGAk 
bamom910, Thu Jun 11 08:41:01 +0000 2020, -74.724323, 40.073041, @DeepStateDrow @chelseahandler No-they rejected the cease and desist order noting numerous inaccuracies in the order 
marvin_hill123, Thu Jun 11 08:41:00 +0000 2020, -82.306723, 27.827367, @Birdseye1 @Julie82902847 @Philippower15 @ruxcytbl @PPPTCE @Pippi49er @xXGeJaMoXx @McginnKeven @CuDonegal… https://t.co/Ns9LhvRxOA 
oliviajefferson, Thu Jun 11 08:41:02 +0000 2020, -97.477426, 25.972106, I missed my curls 🥺 
dparks24, Thu Jun 11 08:41:02 +0000 2020, -99.680903, 41.500730, Wild that fucking NASCAR of all sports has handled this shit better than the freaking Knicks. 
TheBreadMan1221, Thu Jun 11 08:41:02 +0000 2020, -97.552161, 35.482844, @FBIOklahomaCity https://t.co/NZ4DiTc3dz 
ForOurBabies76, Thu Jun 11 08:41:02 +0000 2020, -73.968542, 40.780709, So 45 is going to give his first rally in Tulsa OK on June 19th 🤔 how y'all feel about that? I feel absolutely DISR… https://t.co/IYj3VY0Ud8 
Sfclough, Thu Jun 11 08:41:03 +0000 2020, -73.968542, 40.780709, @ASlavitt This is one of the single best threads I’ve read since the outbreak began. Spot on. 
Paul_9909, Thu Jun 11 08:41:03 +0000 2020, -77.236969, 38.805115, @tessa1888 @ProduceInspire Where in MA? I went to school in Boston for four years and never heard of it. 
MirzaAriffin, Thu Jun 11 08:41:03 +0000 2020, -80.401767, 27.582329, 🤚🏼 
